u,v,label,score,model,model_key,group,case
A000177,A000332,1,0.027777777777777776,Resource Allocation Index,resource_allocation,Heuristics,case2
A000026,A000518,1,9.0,Common Neighbors,common_neighbors,Heuristics,case2
A000026,A000518,1,0.6,Jaccard Coefficient,jaccard,Heuristics,case2
A000026,A000518,1,3.3085624142391294,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000026,A000518,1,140.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000026,A000518,1,0.5942173023055376,Resource Allocation Index,resource_allocation,Heuristics,case2
A000044,A000056,1,6.0,Common Neighbors,common_neighbors,Heuristics,case2
A000044,A000056,1,0.2608695652173913,Jaccard Coefficient,jaccard,Heuristics,case2
A000044,A000056,1,2.4033421293260444,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000044,A000056,1,198.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000044,A000056,1,0.5200506857483602,Resource Allocation Index,resource_allocation,Heuristics,case2
A000310,A000363,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000310,A000363,1,0.6666666666666666,Jaccard Coefficient,jaccard,Heuristics,case2
A000310,A000363,1,2.055413837389379,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000310,A000363,1,24.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000310,A000363,1,0.5714285714285714,Resource Allocation Index,resource_allocation,Heuristics,case2
A000319,A000474,1,11.0,Common Neighbors,common_neighbors,Heuristics,case2
A000319,A000474,1,0.3548387096774194,Jaccard Coefficient,jaccard,Heuristics,case2
A000319,A000474,1,4.131433886453428,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000319,A000474,1,377.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000319,A000474,1,0.7704077784960137,Resource Allocation Index,resource_allocation,Heuristics,case2
A000334,A000559,1,5.0,Common Neighbors,common_neighbors,Heuristics,case2
A000334,A000559,1,0.3333333333333333,Jaccard Coefficient,jaccard,Heuristics,case2
A000334,A000559,1,1.7214052216699263,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000334,A000559,1,91.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000334,A000559,1,0.27887426900584794,Resource Allocation Index,resource_allocation,Heuristics,case2
A000024,A000473,1,6.0,Common Neighbors,common_neighbors,Heuristics,case2
A000024,A000473,1,0.42857142857142855,Jaccard Coefficient,jaccard,Heuristics,case2
A000024,A000473,1,2.764857444612515,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000024,A000473,1,91.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000024,A000473,1,0.6865079365079365,Resource Allocation Index,resource_allocation,Heuristics,case2
A000465,A000502,1,2.0,Common Neighbors,common_neighbors,Heuristics,case2
A000465,A000502,1,0.4,Jaccard Coefficient,jaccard,Heuristics,case2
A000465,A000502,1,0.659153753315671,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000465,A000502,1,12.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000465,A000502,1,0.10131332082551595,Resource Allocation Index,resource_allocation,Heuristics,case2
A000197,A000255,1,8.0,Common Neighbors,common_neighbors,Heuristics,case2
A000197,A000255,1,0.11594202898550725,Jaccard Coefficient,jaccard,Heuristics,case2
A000197,A000255,1,2.8147101280395233,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000197,A000255,1,1476.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000197,A000255,1,0.49350054331078996,Resource Allocation Index,resource_allocation,Heuristics,case2
A000179,A000321,1,18.0,Common Neighbors,common_neighbors,Heuristics,case2
A000179,A000321,1,0.4864864864864865,Jaccard Coefficient,jaccard,Heuristics,case2
A000179,A000321,1,6.306705864793324,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000179,A000321,1,684.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000179,A000321,1,1.0845930047072991,Resource Allocation Index,resource_allocation,Heuristics,case2
A000182,A000197,1,7.0,Common Neighbors,common_neighbors,Heuristics,case2
A000182,A000197,1,0.1891891891891892,Jaccard Coefficient,jaccard,Heuristics,case2
A000182,A000197,1,2.4208506566916848,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000182,A000197,1,288.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000182,A000197,1,0.40449533317254727,Resource Allocation Index,resource_allocation,Heuristics,case2
A000156,A000244,1,2.0,Common Neighbors,common_neighbors,Heuristics,case2
A000156,A000244,1,0.13333333333333333,Jaccard Coefficient,jaccard,Heuristics,case2
A000156,A000244,1,1.2291682155306383,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000156,A000244,1,30.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000156,A000244,1,0.37681159420289856,Resource Allocation Index,resource_allocation,Heuristics,case2
A000186,A000229,1,2.0,Common Neighbors,common_neighbors,Heuristics,case2
A000186,A000229,1,0.058823529411764705,Jaccard Coefficient,jaccard,Heuristics,case2
A000186,A000229,1,1.0277966847395015,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000186,A000229,1,128.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000186,A000229,1,0.2857142857142857,Resource Allocation Index,resource_allocation,Heuristics,case2
A000321,A000538,1,11.0,Common Neighbors,common_neighbors,Heuristics,case2
A000321,A000538,1,0.4782608695652174,Jaccard Coefficient,jaccard,Heuristics,case2
A000321,A000538,1,3.4465680613698257,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000321,A000538,1,285.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000321,A000538,1,0.4616521054506106,Resource Allocation Index,resource_allocation,Heuristics,case2
A000043,A000451,1,10.0,Common Neighbors,common_neighbors,Heuristics,case2
A000043,A000451,1,0.625,Jaccard Coefficient,jaccard,Heuristics,case2
A000043,A000451,1,3.6520053820276583,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000043,A000451,1,169.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000043,A000451,1,0.6522098844360508,Resource Allocation Index,resource_allocation,Heuristics,case2
A000042,A000455,1,1.0,Common Neighbors,common_neighbors,Heuristics,case2
A000042,A000455,1,0.3333333333333333,Jaccard Coefficient,jaccard,Heuristics,case2
A000042,A000455,1,0.5138983423697507,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000042,A000455,1,3.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000042,A000455,1,0.14285714285714285,Resource Allocation Index,resource_allocation,Heuristics,case2
A000087,A000110,1,5.0,Common Neighbors,common_neighbors,Heuristics,case2
A000087,A000110,1,0.1724137931034483,Jaccard Coefficient,jaccard,Heuristics,case2
A000087,A000110,1,1.9932624360901756,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000087,A000110,1,285.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000087,A000110,1,0.4120680044593088,Resource Allocation Index,resource_allocation,Heuristics,case2
A000177,A000531,1,2.0,Common Neighbors,common_neighbors,Heuristics,case2
A000177,A000531,1,0.04878048780487805,Jaccard Coefficient,jaccard,Heuristics,case2
A000177,A000531,1,0.6186785851707322,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000177,A000531,1,372.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000177,A000531,1,0.0804093567251462,Resource Allocation Index,resource_allocation,Heuristics,case2
A000198,A000378,1,3.0,Common Neighbors,common_neighbors,Heuristics,case2
A000198,A000378,1,0.07894736842105263,Jaccard Coefficient,jaccard,Heuristics,case2
A000198,A000378,1,1.5416950271092522,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000198,A000378,1,148.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000198,A000378,1,0.42857142857142855,Resource Allocation Index,resource_allocation,Heuristics,case2
A000107,A000477,1,3.0,Common Neighbors,common_neighbors,Heuristics,case2
A000107,A000477,1,0.13636363636363635,Jaccard Coefficient,jaccard,Heuristics,case2
A000107,A000477,1,1.6401319072179699,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000107,A000477,1,100.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000107,A000477,1,0.47916666666666663,Resource Allocation Index,resource_allocation,Heuristics,case2
A000198,A000249,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000198,A000249,1,0.1,Jaccard Coefficient,jaccard,Heuristics,case2
A000198,A000249,1,2.0998056536604994,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000198,A000249,1,160.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000198,A000249,1,0.5952380952380952,Resource Allocation Index,resource_allocation,Heuristics,case2
A000262,A000477,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000262,A000477,1,0.13333333333333333,Jaccard Coefficient,jaccard,Heuristics,case2
A000262,A000477,1,2.0008056674402104,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000262,A000477,1,280.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000262,A000477,1,0.5416666666666666,Resource Allocation Index,resource_allocation,Heuristics,case2
A000260,A000268,1,6.0,Common Neighbors,common_neighbors,Heuristics,case2
A000260,A000268,1,0.35294117647058826,Jaccard Coefficient,jaccard,Heuristics,case2
A000260,A000268,1,2.3831021753811883,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000260,A000268,1,120.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000260,A000268,1,0.4937288874359812,Resource Allocation Index,resource_allocation,Heuristics,case2
A000378,A000390,1,2.0,Common Neighbors,common_neighbors,Heuristics,case2
A000378,A000390,1,0.05405405405405406,Jaccard Coefficient,jaccard,Heuristics,case2
A000378,A000390,1,0.9825367770087059,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000378,A000390,1,74.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000378,A000390,1,0.2717391304347826,Resource Allocation Index,resource_allocation,Heuristics,case2
A000056,A000178,1,5.0,Common Neighbors,common_neighbors,Heuristics,case2
A000056,A000178,1,0.23809523809523808,Jaccard Coefficient,jaccard,Heuristics,case2
A000056,A000178,1,2.0133384925897975,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000056,A000178,1,144.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000056,A000178,1,0.4364628934750886,Resource Allocation Index,resource_allocation,Heuristics,case2
A000417,A000447,1,2.0,Common Neighbors,common_neighbors,Heuristics,case2
A000417,A000447,1,0.6666666666666666,Jaccard Coefficient,jaccard,Heuristics,case2
A000417,A000447,1,0.7835783520664698,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000417,A000447,1,6.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000417,A000447,1,0.15873015873015872,Resource Allocation Index,resource_allocation,Heuristics,case2
A000095,A000139,1,5.0,Common Neighbors,common_neighbors,Heuristics,case2
A000095,A000139,1,0.1282051282051282,Jaccard Coefficient,jaccard,Heuristics,case2
A000095,A000139,1,1.8036875898525542,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000095,A000139,1,420.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000095,A000139,1,0.33161502720400593,Resource Allocation Index,resource_allocation,Heuristics,case2
A000205,A000387,1,1.0,Common Neighbors,common_neighbors,Heuristics,case2
A000205,A000387,1,0.1,Jaccard Coefficient,jaccard,Heuristics,case2
A000205,A000387,1,0.45511961331341866,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000205,A000387,1,10.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000205,A000387,1,0.1111111111111111,Resource Allocation Index,resource_allocation,Heuristics,case2
A000333,A000381,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000333,A000381,1,0.057971014492753624,Jaccard Coefficient,jaccard,Heuristics,case2
A000333,A000381,1,1.2724250454684838,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000333,A000381,1,1242.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000333,A000381,1,0.18752838204057715,Resource Allocation Index,resource_allocation,Heuristics,case2
A000122,A000274,1,3.0,Common Neighbors,common_neighbors,Heuristics,case2
A000122,A000274,1,0.05172413793103448,Jaccard Coefficient,jaccard,Heuristics,case2
A000122,A000274,1,1.2375540102823428,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000122,A000274,1,174.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000122,A000274,1,0.2685406698564593,Resource Allocation Index,resource_allocation,Heuristics,case2
A000105,A000374,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000105,A000374,1,0.17391304347826086,Jaccard Coefficient,jaccard,Heuristics,case2
A000105,A000374,1,1.4719035987591664,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000105,A000374,1,152.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000105,A000374,1,0.26623467112597543,Resource Allocation Index,resource_allocation,Heuristics,case2
A000229,A000507,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000229,A000507,1,0.2857142857142857,Jaccard Coefficient,jaccard,Heuristics,case2
A000229,A000507,1,2.002087743163875,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000229,A000507,1,56.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000229,A000507,1,0.5445378151260505,Resource Allocation Index,resource_allocation,Heuristics,case2
A000426,A000501,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000426,A000501,1,0.16666666666666666,Jaccard Coefficient,jaccard,Heuristics,case2
A000426,A000501,1,1.2897384142498054,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000426,A000501,1,160.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000426,A000501,1,0.18171458625525946,Resource Allocation Index,resource_allocation,Heuristics,case2
A000142,A000274,1,6.0,Common Neighbors,common_neighbors,Heuristics,case2
A000142,A000274,1,0.0821917808219178,Jaccard Coefficient,jaccard,Heuristics,case2
A000142,A000274,1,2.107746100157329,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000142,A000274,1,1218.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000142,A000274,1,0.3590891472868217,Resource Allocation Index,resource_allocation,Heuristics,case2
A000012,A000493,1,8.0,Common Neighbors,common_neighbors,Heuristics,case2
A000012,A000493,1,0.18604651162790697,Jaccard Coefficient,jaccard,Heuristics,case2
A000012,A000493,1,2.651243872884079,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000012,A000493,1,344.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000012,A000493,1,0.3963407209900899,Resource Allocation Index,resource_allocation,Heuristics,case2
A000029,A000255,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000029,A000255,1,0.0851063829787234,Jaccard Coefficient,jaccard,Heuristics,case2
A000029,A000255,1,2.0060028691436305,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000029,A000255,1,410.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000029,A000255,1,0.5447802197802198,Resource Allocation Index,resource_allocation,Heuristics,case2
A000100,A000398,1,3.0,Common Neighbors,common_neighbors,Heuristics,case2
A000100,A000398,1,0.10344827586206896,Jaccard Coefficient,jaccard,Heuristics,case2
A000100,A000398,1,0.9947836661876053,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000100,A000398,1,112.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000100,A000398,1,0.15664830841856806,Resource Allocation Index,resource_allocation,Heuristics,case2
A000026,A000422,1,10.0,Common Neighbors,common_neighbors,Heuristics,case2
A000026,A000422,1,0.7142857142857143,Jaccard Coefficient,jaccard,Heuristics,case2
A000026,A000422,1,3.6055366186124997,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000026,A000422,1,140.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000026,A000422,1,0.6287000609262272,Resource Allocation Index,resource_allocation,Heuristics,case2
A000300,A000305,1,5.0,Common Neighbors,common_neighbors,Heuristics,case2
A000300,A000305,1,0.21739130434782608,Jaccard Coefficient,jaccard,Heuristics,case2
A000300,A000305,1,2.1847479171659168,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000300,A000305,1,195.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000300,A000305,1,0.5109649122807017,Resource Allocation Index,resource_allocation,Heuristics,case2
A000365,A000535,1,0.0,Common Neighbors,common_neighbors,Heuristics,case2
A000365,A000535,1,0.0,Jaccard Coefficient,jaccard,Heuristics,case2
A000365,A000535,1,0.0,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000365,A000535,1,4.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000365,A000535,1,0.0,Resource Allocation Index,resource_allocation,Heuristics,case2
A000031,A000205,1,1.0,Common Neighbors,common_neighbors,Heuristics,case2
A000031,A000205,1,0.125,Jaccard Coefficient,jaccard,Heuristics,case2
A000031,A000205,1,0.45511961331341866,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000031,A000205,1,8.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000031,A000205,1,0.1111111111111111,Resource Allocation Index,resource_allocation,Heuristics,case2
A000004,A000413,1,6.0,Common Neighbors,common_neighbors,Heuristics,case2
A000004,A000413,1,0.25,Jaccard Coefficient,jaccard,Heuristics,case2
A000004,A000413,1,2.005530623539918,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000004,A000413,1,224.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000004,A000413,1,0.31772613831511703,Resource Allocation Index,resource_allocation,Heuristics,case2
A000502,A000565,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000502,A000565,1,0.8,Jaccard Coefficient,jaccard,Heuristics,case2
A000502,A000565,1,1.4111371309604757,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000502,A000565,1,20.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000502,A000565,1,0.25131332082551594,Resource Allocation Index,resource_allocation,Heuristics,case2
A000272,A000382,1,3.0,Common Neighbors,common_neighbors,Heuristics,case2
A000272,A000382,1,0.08823529411764706,Jaccard Coefficient,jaccard,Heuristics,case2
A000272,A000382,1,1.4641748895605229,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000272,A000382,1,322.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000272,A000382,1,0.38574660633484165,Resource Allocation Index,resource_allocation,Heuristics,case2
A000101,A000191,1,2.0,Common Neighbors,common_neighbors,Heuristics,case2
A000101,A000191,1,0.07692307692307693,Jaccard Coefficient,jaccard,Heuristics,case2
A000101,A000191,1,1.2386979653798884,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000101,A000191,1,171.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000101,A000191,1,0.38095238095238093,Resource Allocation Index,resource_allocation,Heuristics,case2
A000255,A000257,1,5.0,Common Neighbors,common_neighbors,Heuristics,case2
A000255,A000257,1,0.10416666666666667,Jaccard Coefficient,jaccard,Heuristics,case2
A000255,A000257,1,2.0452956802889166,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000255,A000257,1,492.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000255,A000257,1,0.44,Resource Allocation Index,resource_allocation,Heuristics,case2
A000272,A000381,1,6.0,Common Neighbors,common_neighbors,Heuristics,case2
A000272,A000381,1,0.09523809523809523,Jaccard Coefficient,jaccard,Heuristics,case2
A000272,A000381,1,2.369305377358014,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000272,A000381,1,1058.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000272,A000381,1,0.48607085346215784,Resource Allocation Index,resource_allocation,Heuristics,case2
A000010,A000274,1,11.0,Common Neighbors,common_neighbors,Heuristics,case2
A000010,A000274,1,0.14666666666666667,Jaccard Coefficient,jaccard,Heuristics,case2
A000010,A000274,1,3.668776351986385,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000010,A000274,1,1624.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000010,A000274,1,0.5540430558383849,Resource Allocation Index,resource_allocation,Heuristics,case2
A000143,A000323,1,3.0,Common Neighbors,common_neighbors,Heuristics,case2
A000143,A000323,1,0.06382978723404255,Jaccard Coefficient,jaccard,Heuristics,case2
A000143,A000323,1,1.2793134295251867,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000143,A000323,1,481.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000143,A000323,1,0.29920634920634925,Resource Allocation Index,resource_allocation,Heuristics,case2
A000028,A000471,1,7.0,Common Neighbors,common_neighbors,Heuristics,case2
A000028,A000471,1,0.5,Jaccard Coefficient,jaccard,Heuristics,case2
A000028,A000471,1,2.9840644792387776,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000028,A000471,1,108.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000028,A000471,1,0.6910509031198686,Resource Allocation Index,resource_allocation,Heuristics,case2
A000099,A000312,1,1.0,Common Neighbors,common_neighbors,Heuristics,case2
A000099,A000312,1,0.045454545454545456,Jaccard Coefficient,jaccard,Heuristics,case2
A000099,A000312,1,0.3898712452512801,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000099,A000312,1,90.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000099,A000312,1,0.07692307692307693,Resource Allocation Index,resource_allocation,Heuristics,case2
A000109,A000388,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000109,A000388,1,0.23529411764705882,Jaccard Coefficient,jaccard,Heuristics,case2
A000109,A000388,1,1.6952588746072454,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000109,A000388,1,98.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000109,A000388,1,0.3883928571428571,Resource Allocation Index,resource_allocation,Heuristics,case2
A000051,A000279,1,6.0,Common Neighbors,common_neighbors,Heuristics,case2
A000051,A000279,1,0.8571428571428571,Jaccard Coefficient,jaccard,Heuristics,case2
A000051,A000279,1,2.5657762072040127,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000051,A000279,1,42.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000051,A000279,1,0.6102213668025274,Resource Allocation Index,resource_allocation,Heuristics,case2
A000191,A000417,1,1.0,Common Neighbors,common_neighbors,Heuristics,case2
A000191,A000417,1,0.05,Jaccard Coefficient,jaccard,Heuristics,case2
A000191,A000417,1,0.3284587387530511,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000191,A000417,1,38.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000191,A000417,1,0.047619047619047616,Resource Allocation Index,resource_allocation,Heuristics,case2
A000230,A000468,1,3.0,Common Neighbors,common_neighbors,Heuristics,case2
A000230,A000468,1,0.10714285714285714,Jaccard Coefficient,jaccard,Heuristics,case2
A000230,A000468,1,1.4795471896112722,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000230,A000468,1,108.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000230,A000468,1,0.4023809523809524,Resource Allocation Index,resource_allocation,Heuristics,case2
A000187,A000305,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000187,A000305,1,0.25,Jaccard Coefficient,jaccard,Heuristics,case2
A000187,A000305,1,1.782318312784072,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000187,A000305,1,91.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000187,A000305,1,0.4276315789473684,Resource Allocation Index,resource_allocation,Heuristics,case2
A000164,A000425,1,2.0,Common Neighbors,common_neighbors,Heuristics,case2
A000164,A000425,1,0.05714285714285714,Jaccard Coefficient,jaccard,Heuristics,case2
A000164,A000425,1,0.6250148769152966,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000164,A000425,1,102.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000164,A000425,1,0.08225806451612903,Resource Allocation Index,resource_allocation,Heuristics,case2
A000504,A000528,1,2.0,Common Neighbors,common_neighbors,Heuristics,case2
A000504,A000528,1,0.6666666666666666,Jaccard Coefficient,jaccard,Heuristics,case2
A000504,A000528,1,0.7599536602386114,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000504,A000528,1,6.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000504,A000528,1,0.1527777777777778,Resource Allocation Index,resource_allocation,Heuristics,case2
A000333,A000550,1,18.0,Common Neighbors,common_neighbors,Heuristics,case2
A000333,A000550,1,0.5454545454545454,Jaccard Coefficient,jaccard,Heuristics,case2
A000333,A000550,1,5.884097354685194,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000333,A000550,1,648.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000333,A000550,1,0.8742818187996129,Resource Allocation Index,resource_allocation,Heuristics,case2
A000175,A000552,1,5.0,Common Neighbors,common_neighbors,Heuristics,case2
A000175,A000552,1,0.2777777777777778,Jaccard Coefficient,jaccard,Heuristics,case2
A000175,A000552,1,2.085139482941437,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000175,A000552,1,132.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000175,A000552,1,0.4639328063241107,Resource Allocation Index,resource_allocation,Heuristics,case2
A000137,A000321,1,10.0,Common Neighbors,common_neighbors,Heuristics,case2
A000137,A000321,1,0.47619047619047616,Jaccard Coefficient,jaccard,Heuristics,case2
A000137,A000321,1,3.1439113933993674,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000137,A000321,1,228.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000137,A000321,1,0.4250021611919707,Resource Allocation Index,resource_allocation,Heuristics,case2
A000370,A000426,1,5.0,Common Neighbors,common_neighbors,Heuristics,case2
A000370,A000426,1,0.16129032258064516,Jaccard Coefficient,jaccard,Heuristics,case2
A000370,A000426,1,1.6426945381145663,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000370,A000426,1,320.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000370,A000426,1,0.24053811566702415,Resource Allocation Index,resource_allocation,Heuristics,case2
A000090,A000206,1,3.0,Common Neighbors,common_neighbors,Heuristics,case2
A000090,A000206,1,0.15789473684210525,Jaccard Coefficient,jaccard,Heuristics,case2
A000090,A000206,1,1.2251081286024261,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000090,A000206,1,57.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000090,A000206,1,0.2608437314319667,Resource Allocation Index,resource_allocation,Heuristics,case2
A000349,A000493,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000349,A000493,1,0.08,Jaccard Coefficient,jaccard,Heuristics,case2
A000349,A000493,1,1.79566463683359,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000349,A000493,1,473.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000349,A000493,1,0.43520733652312593,Resource Allocation Index,resource_allocation,Heuristics,case2
A000381,A000382,1,5.0,Common Neighbors,common_neighbors,Heuristics,case2
A000381,A000382,1,0.09090909090909091,Jaccard Coefficient,jaccard,Heuristics,case2
A000381,A000382,1,1.945347981863323,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000381,A000382,1,644.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000381,A000382,1,0.38789682539682535,Resource Allocation Index,resource_allocation,Heuristics,case2
A000401,A000467,1,2.0,Common Neighbors,common_neighbors,Heuristics,case2
A000401,A000467,1,0.06060606060606061,Jaccard Coefficient,jaccard,Heuristics,case2
A000401,A000467,1,0.7341749265890423,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000401,A000467,1,276.0,Preferential Attachment,preferential_attachment,Heuristics,case2
A000401,A000467,1,0.1388888888888889,Resource Allocation Index,resource_allocation,Heuristics,case2
A000248,A000305,1,4.0,Common Neighbors,common_neighbors,Heuristics,case2
A000248,A000305,1,0.2857142857142857,Jaccard Coefficient,jaccard,Heuristics,case2
A000248,A000305,1,1.845124645270808,Adamic-Adar Index,adamic_adar,Heuristics,case2
A000248,A000305,1,65.0,Preferential Attachment,preferential_attachment,Heuristics,case2
