u,v,label,score,model,case,group
A000044,A000056,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000310,A000363,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000319,A000474,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000334,A000559,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000024,A000473,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000465,A000502,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000197,A000255,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000179,A000321,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000182,A000197,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000156,A000244,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000186,A000229,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000321,A000538,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000043,A000451,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000042,A000455,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000087,A000110,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000177,A000531,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000198,A000378,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000107,A000477,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000198,A000249,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000262,A000477,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000260,A000268,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000378,A000390,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000056,A000178,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000417,A000447,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000095,A000139,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000205,A000387,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000333,A000381,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000122,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000105,A000374,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000229,A000507,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000426,A000501,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000142,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000012,A000493,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000029,A000255,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000100,A000398,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000026,A000422,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000300,A000305,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000365,A000535,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000031,A000205,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000004,A000413,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000502,A000565,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000272,A000382,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000101,A000191,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000255,A000257,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000272,A000381,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000010,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000143,A000323,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000028,A000471,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000099,A000312,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000109,A000388,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000051,A000279,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000191,A000417,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000230,A000468,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000187,A000305,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000164,A000425,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000504,A000528,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000333,A000550,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000175,A000552,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000137,A000321,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000370,A000426,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000090,A000206,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000349,A000493,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000381,A000382,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000401,A000467,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000248,A000305,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000093,A000493,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000181,A000569,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000278,A000398,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000237,A000477,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000114,A000533,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000072,A000219,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000251,A000454,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000199,A000354,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000321,A000560,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000055,A000166,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000054,A000458,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000414,A000516,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000241,A000255,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000407,A000553,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000030,A000171,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000206,A000320,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000381,A000426,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000037,A000454,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000484,A000513,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000449,A000520,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000106,A000124,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000026,A000303,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000105,A000503,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000136,A000209,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000158,A000545,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000048,A000137,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000010,A000137,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000208,A000329,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000141,A000210,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000274,A000473,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000001,A000262,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000240,A000270,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000248,A000370,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000068,A000429,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000411,A000525,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000165,A000267,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000438,A000531,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000506,A000530,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000281,A000348,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000428,A000476,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000304,A000560,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000129,A000155,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000293,A000482,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000047,A000226,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000225,A000564,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000080,A000462,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000410,A000562,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000217,A000367,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000114,A000378,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000374,A000478,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000377,A000509,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000003,A000382,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000192,A000196,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000066,A000080,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000186,A000430,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000126,A000435,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000554,A000560,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000496,A000538,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000306,A000383,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000416,A000546,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000115,A000333,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000397,A000543,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000246,A000434,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000344,A000351,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000048,A000374,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000377,A000378,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000340,A000556,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000006,A000362,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000254,A000543,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000110,A000213,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000239,A000332,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000197,A000320,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000274,A000349,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000169,A000380,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000170,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000028,A000409,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000274,A000369,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000181,A000467,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000342,A000373,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000067,A000220,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000296,A000306,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000064,A000435,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000047,A000411,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000020,A000378,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000401,A000549,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000040,A000342,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000210,A000322,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000226,A000375,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000058,A000284,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000096,A000434,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000158,A000428,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000176,A000212,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000268,A000473,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000183,A000490,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000269,A000467,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000391,A000559,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000114,A000367,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000248,A000300,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000256,A000291,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000391,A000420,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000109,A000255,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000531,A000560,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000114,A000531,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000061,A000343,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000193,A000444,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000308,A000381,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000174,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000214,A000511,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000320,A000430,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000094,A000143,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000139,A000143,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000373,A000515,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000258,A000407,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000093,A000442,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000029,A000171,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000116,A000192,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000177,A000242,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000139,A000206,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000013,A000096,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000100,A000425,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000025,A000330,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000425,A000515,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000416,A000515,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000141,A000259,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000346,A000508,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000096,A000495,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000255,A000387,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000348,A000537,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000305,A000516,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000116,A000522,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000168,A000546,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000195,A000309,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000071,A000127,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000108,A000484,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000380,A000537,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000242,A000398,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000076,A000406,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000303,A000422,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000281,A000351,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000031,A000331,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000311,A000487,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000345,A000439,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000357,A000465,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000115,A000381,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000333,A000466,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000093,A000333,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000156,A000343,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000162,A000187,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000070,A000284,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000159,A000256,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000303,A000451,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000192,A000195,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000495,A000543,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000492,A000510,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000044,A000454,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000102,A000532,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000034,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000125,A000403,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000424,A000478,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000100,A000197,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000323,A000412,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000019,A000554,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000030,A000174,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000362,A000422,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000087,A000298,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000263,A000424,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000158,A000426,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000286,A000432,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000297,A000348,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000126,A000391,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000254,A000257,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000034,A000137,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000168,A000332,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000054,A000280,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000245,A000351,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000193,A000479,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000380,A000547,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000019,A000105,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000475,A000481,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000114,A000514,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000276,A000426,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000145,A000285,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000158,A000276,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000043,A000443,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000169,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000041,A000329,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000045,A000137,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000143,A000233,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000412,A000527,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000095,A000197,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000065,A000378,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000122,A000217,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000143,A000436,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000181,A000493,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000354,A000481,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000067,A000161,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000474,A000518,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000404,A000432,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000004,A000383,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000477,A000569,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000122,A000256,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000272,A000403,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000190,A000530,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000097,A000124,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000181,A000219,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000249,A000463,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000356,A000560,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000313,A000322,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000373,A000407,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000089,A000138,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000256,A000274,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000011,A000257,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000274,A000556,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000223,A000515,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000102,A000476,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000096,A000255,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000042,A000118,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000012,A000170,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000013,A000038,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000181,A000459,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000272,A000512,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000038,A000434,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000249,A000465,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000385,A000513,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000335,A000529,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000045,A000179,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000382,A000545,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000059,A000233,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000099,A000161,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000108,A000513,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000121,A000191,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000386,A000516,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000010,A000550,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000048,A000125,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000305,A000370,1.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000290,A000359,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000188,A000467,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000106,A000445,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000208,A000445,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000073,A000397,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000157,A000261,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000032,A000285,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000153,A000193,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000104,A000250,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000089,A000459,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000034,A000491,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000462,A000484,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000326,A000501,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000497,A000555,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000226,A000454,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000310,A000503,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000095,A000487,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000017,A000334,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000224,A000285,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000246,A000412,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000008,A000510,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000011,A000458,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000117,A000186,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000086,A000470,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000305,A000326,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000058,A000311,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000170,A000256,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000387,A000481,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000056,A000167,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000164,A000400,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000362,A000407,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000035,A000453,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000137,A000564,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000339,A000560,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000204,A000544,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000084,A000187,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000054,A000357,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000327,A000460,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000273,A000401,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000044,A000287,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000034,A000044,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000178,A000436,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000213,A000265,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000188,A000234,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000081,A000164,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000042,A000283,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000407,A000497,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000017,A000136,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000160,A000326,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000377,A000543,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000230,A000548,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000029,A000141,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000339,A000430,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000301,A000319,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000283,A000542,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000248,A000352,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000049,A000292,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000290,A000300,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000024,A000245,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000249,A000441,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000126,A000494,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000018,A000054,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000401,A000463,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000200,A000555,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000086,A000427,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000097,A000391,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000433,A000550,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000139,A000421,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000056,A000358,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000518,A000558,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000111,A000543,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000333,A000375,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000240,A000333,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000335,A000402,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000084,A000425,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000153,A000532,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000100,A000250,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
A000048,A000468,0.0,0.5,GCN(2-layer)+Dot,case2,GCN
